structure_id,formula,F,D,P,stoich_F,stoich_D,stoich_P,anion,track,polymorph,bonding_class,ICSD_Status
La2Ag2N7__cubic,La2Ag2N7,La,Ag,N,2,2,7,N,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
La2Cr2B7__cubic,La2Cr2B7,La,Cr,B,2,2,7,B,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
La2Cu2C7__cubic,La2Cu2C7,La,Cu,C,2,2,7,C,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
La2Fe2N7__monoclinic,La2Fe2N7,La,Fe,N,2,2,7,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
La2Zn2B7__monoclinic,La2Zn2B7,La,Zn,B,2,2,7,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
La2Au5N2__hexagonal,La2Au5N2,La,Au,N,2,5,2,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
La2Ta5P2__hexagonal,La2Ta5P2,La,Ta,P,2,5,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
La2Nb5P2__hexagonal,La2Nb5P2,La,Nb,P,2,5,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
La2V5C2__hexagonal,La2V5C2,La,V,C,2,5,2,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
La2Sc5B2__hexagonal,La2Sc5B2,La,Sc,B,2,5,2,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
La2Zr5P2__hexagonal,La2Zr5P2,La,Zr,P,2,5,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
La2Re5B2__hexagonal,La2Re5B2,La,Re,B,2,5,2,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
La3TaB5__hexagonal,La3TaB5,La,Ta,B,3,1,5,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
La3WP5__hexagonal,La3WP5,La,W,P,3,1,5,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
La3PdS5__hexagonal,La3PdS5,La,Pd,S,3,1,5,S,strict_ionic,hexagonal,Ionic,Non-ICSD
La3FeSe5__hexagonal,La3FeSe5,La,Fe,Se,3,1,5,Se,strict_ionic,hexagonal,Ionic,Non-ICSD
La3ZnN5__hexagonal,La3ZnN5,La,Zn,N,3,1,5,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
La3FeS5__hexagonal,La3FeS5,La,Fe,S,3,1,5,S,strict_ionic,hexagonal,Ionic,Non-ICSD
La3ZnB5__hexagonal,La3ZnB5,La,Zn,B,3,1,5,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
La3Ru2P7__orthorhombic,La3Ru2P7,La,Ru,P,3,2,7,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
La3W2Se7__hexagonal,La3W2Se7,La,W,Se,3,2,7,Se,strict_ionic,hexagonal,Ionic,Non-ICSD
La3Hf2Se7__hexagonal,La3Hf2Se7,La,Hf,Se,3,2,7,Se,strict_ionic,hexagonal,Ionic,Non-ICSD
La3Cu2N7__hexagonal,La3Cu2N7,La,Cu,N,3,2,7,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
La3Ag2S7__hexagonal,La3Ag2S7,La,Ag,S,3,2,7,S,strict_ionic,hexagonal,Ionic,Non-ICSD
La3Y2S7__orthorhombic,La3Y2S7,La,Y,S,3,2,7,S,strict_ionic,orthorhombic,Ionic,Non-ICSD
La3Sc5P12__cubic,La3Sc5P12,La,Sc,P,3,5,12,P,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
La3Cu5S12__cubic,La3Cu5S12,La,Cu,S,3,5,12,S,strict_ionic,cubic,Ionic,Non-ICSD
La3W5B12__cubic,La3W5B12,La,W,B,3,5,12,B,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
La3Y5O12__cubic,La3Y5O12,La,Y,O,3,5,12,O,strict_ionic,cubic,Ionic,Non-ICSD
La3Ni5C12__cubic,La3Ni5C12,La,Ni,C,3,5,12,C,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
La3Nb5Se12__cubic,La3Nb5Se12,La,Nb,Se,3,5,12,Se,strict_ionic,cubic,Ionic,Non-ICSD
La4Rh3Se10__tetragonal,La4Rh3Se10,La,Rh,Se,4,3,10,Se,strict_ionic,tetragonal,Ionic,Non-ICSD
La4Y3Se10__tetragonal,La4Y3Se10,La,Y,Se,4,3,10,Se,strict_ionic,tetragonal,Ionic,Non-ICSD
La4Ti3N10__tetragonal,La4Ti3N10,La,Ti,N,4,3,10,N,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
La4Co3C10__tetragonal,La4Co3C10,La,Co,C,4,3,10,C,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
La4Ta3O10__tetragonal,La4Ta3O10,La,Ta,O,4,3,10,O,strict_ionic,tetragonal,Ionic,Non-ICSD
La4V3N10__tetragonal,La4V3N10,La,V,N,4,3,10,N,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
LuRuB__hexagonal,LuRuB,Lu,Ru,B,1,1,1,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
LuReP__tetragonal,LuReP,Lu,Re,P,1,1,1,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
LuNbP__tetragonal,LuNbP,Lu,Nb,P,1,1,1,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
LuTaN__tetragonal,LuTaN,Lu,Ta,N,1,1,1,N,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
LuTiB__tetragonal,LuTiB,Lu,Ti,B,1,1,1,B,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
LuNiB__tetragonal,LuNiB,Lu,Ni,B,1,1,1,B,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
LuNiP2__tetragonal,LuNiP2,Lu,Ni,P,1,1,2,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
LuCrB2__orthorhombic,LuCrB2,Lu,Cr,B,1,1,2,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
LuScP2__monoclinic,LuScP2,Lu,Sc,P,1,1,2,P,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
LuNbB2__orthorhombic,LuNbB2,Lu,Nb,B,1,1,2,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
LuTiP2__trigonal,LuTiP2,Lu,Ti,P,1,1,2,P,relaxed_intermetallic,trigonal,Intermetallic,Non-ICSD
LuAgP2__tetragonal,LuAgP2,Lu,Ag,P,1,1,2,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
LuTaC2__orthorhombic,LuTaC2,Lu,Ta,C,1,1,2,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
LuNiP3__trigonal,LuNiP3,Lu,Ni,P,1,1,3,P,relaxed_intermetallic,trigonal,Intermetallic,Non-ICSD
LuTiN3__hexagonal,LuTiN3,Lu,Ti,N,1,1,3,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
LuFeSe3__trigonal,LuFeSe3,Lu,Fe,Se,1,1,3,Se,strict_ionic,trigonal,Ionic,Non-ICSD
LuTaO3__trigonal,LuTaO3,Lu,Ta,O,1,1,3,O,strict_ionic,trigonal,Ionic,Non-ICSD
LuAuN3__trigonal,LuAuN3,Lu,Au,N,1,1,3,N,relaxed_intermetallic,trigonal,Intermetallic,Non-ICSD
LuIrP3__trigonal,LuIrP3,Lu,Ir,P,1,1,3,P,relaxed_intermetallic,trigonal,Intermetallic,Non-ICSD
LuIrS4__tetragonal,LuIrS4,Lu,Ir,S,1,1,4,S,strict_ionic,tetragonal,Ionic,Non-ICSD
LuHfB4__tetragonal,LuHfB4,Lu,Hf,B,1,1,4,B,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
LuAuB4__orthorhombic,LuAuB4,Lu,Au,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
LuReO4__cubic,LuReO4,Lu,Re,O,1,1,4,O,strict_ionic,cubic,Ionic,Non-ICSD
LuAgS4__orthorhombic,LuAgS4,Lu,Ag,S,1,1,4,S,strict_ionic,orthorhombic,Ionic,Non-ICSD
LuMoS4__orthorhombic,LuMoS4,Lu,Mo,S,1,1,4,S,strict_ionic,orthorhombic,Ionic,Non-ICSD
LuRe3C2__orthorhombic,LuRe3C2,Lu,Re,C,1,3,2,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
LuPd3P2__orthorhombic,LuPd3P2,Lu,Pd,P,1,3,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
LuMn3B2__hexagonal,LuMn3B2,Lu,Mn,B,1,3,2,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
LuW3C2__hexagonal,LuW3C2,Lu,W,C,1,3,2,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
LuTi3B2__orthorhombic,LuTi3B2,Lu,Ti,B,1,3,2,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
LuW3P2__orthorhombic,LuW3P2,Lu,W,P,1,3,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
LuZr5P3__orthorhombic,LuZr5P3,Lu,Zr,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
LuPt5N3__orthorhombic,LuPt5N3,Lu,Pt,N,1,5,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
LuIr5N3__orthorhombic,LuIr5N3,Lu,Ir,N,1,5,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
LuZn5C3__orthorhombic,LuZn5C3,Lu,Zn,C,1,5,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
LuAu5B3__orthorhombic,LuAu5B3,Lu,Au,B,1,5,3,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
LuNb5C3__orthorhombic,LuNb5C3,Lu,Nb,C,1,5,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
LuPd5B3__orthorhombic,LuPd5B3,Lu,Pd,B,1,5,3,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Lu2RhN3__orthorhombic,Lu2RhN3,Lu,Rh,N,2,1,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Lu2CuP3__orthorhombic,Lu2CuP3,Lu,Cu,P,2,1,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Lu2AuB3__orthorhombic,Lu2AuB3,Lu,Au,B,2,1,3,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Lu2RuC3__orthorhombic,Lu2RuC3,Lu,Ru,C,2,1,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Lu2ScN3__orthorhombic,Lu2ScN3,Lu,Sc,N,2,1,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Lu2AuP3__orthorhombic,Lu2AuP3,Lu,Au,P,2,1,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Lu2NbB4__tetragonal,Lu2NbB4,Lu,Nb,B,2,1,4,B,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Lu2NbO4__tetragonal,Lu2NbO4,Lu,Nb,O,2,1,4,O,strict_ionic,tetragonal,Ionic,Non-ICSD
Lu2HfB4__tetragonal,Lu2HfB4,Lu,Hf,B,2,1,4,B,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Lu2RuSe4__orthorhombic,Lu2RuSe4,Lu,Ru,Se,2,1,4,Se,strict_ionic,orthorhombic,Ionic,Non-ICSD
Lu2PdO4__orthorhombic,Lu2PdO4,Lu,Pd,O,2,1,4,O,strict_ionic,orthorhombic,Ionic,Non-ICSD
Lu2YB4__orthorhombic,Lu2YB4,Lu,Y,B,2,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Lu2PdO4__tetragonal,Lu2PdO4,Lu,Pd,O,2,1,4,O,strict_ionic,tetragonal,Ionic,Non-ICSD
Lu2CrO6__monoclinic,Lu2CrO6,Lu,Cr,O,2,1,6,O,strict_ionic,monoclinic,Ionic,Non-ICSD
Lu2MnP6__monoclinic,Lu2MnP6,Lu,Mn,P,2,1,6,P,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Lu2WS6__monoclinic,Lu2WS6,Lu,W,S,2,1,6,S,strict_ionic,monoclinic,Ionic,Non-ICSD
Lu2ZrB6__monoclinic,Lu2ZrB6,Lu,Zr,B,2,1,6,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Lu2CrB6__monoclinic,Lu2CrB6,Lu,Cr,B,2,1,6,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Lu2TiB6__monoclinic,Lu2TiB6,Lu,Ti,B,2,1,6,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Lu2AuS6__monoclinic,Lu2AuS6,Lu,Au,S,2,1,6,S,strict_ionic,monoclinic,Ionic,Non-ICSD
Lu2Ir2P3__monoclinic,Lu2Ir2P3,Lu,Ir,P,2,2,3,P,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Lu2Ir2N3__monoclinic,Lu2Ir2N3,Lu,Ir,N,2,2,3,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Lu2W2N3__monoclinic,Lu2W2N3,Lu,W,N,2,2,3,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Lu2Ta2N3__monoclinic,Lu2Ta2N3,Lu,Ta,N,2,2,3,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Lu2Sc2B3__monoclinic,Lu2Sc2B3,Lu,Sc,B,2,2,3,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Lu2Os2B3__monoclinic,Lu2Os2B3,Lu,Os,B,2,2,3,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Lu2Ta2P5__monoclinic,Lu2Ta2P5,Lu,Ta,P,2,2,5,P,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Lu2Os2N5__orthorhombic,Lu2Os2N5,Lu,Os,N,2,2,5,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Lu2Ag2B5__orthorhombic,Lu2Ag2B5,Lu,Ag,B,2,2,5,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Lu2Ir2C5__monoclinic,Lu2Ir2C5,Lu,Ir,C,2,2,5,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Lu2Mn2Se5__orthorhombic,Lu2Mn2Se5,Lu,Mn,Se,2,2,5,Se,strict_ionic,orthorhombic,Ionic,Non-ICSD
Lu2Sc2O5__orthorhombic,Lu2Sc2O5,Lu,Sc,O,2,2,5,O,strict_ionic,orthorhombic,Ionic,Non-ICSD
Lu2Cu2S7__cubic,Lu2Cu2S7,Lu,Cu,S,2,2,7,S,strict_ionic,cubic,Ionic,Non-ICSD
Lu2Ir2S7__cubic,Lu2Ir2S7,Lu,Ir,S,2,2,7,S,strict_ionic,cubic,Ionic,Non-ICSD
Lu2Au2Se7__monoclinic,Lu2Au2Se7,Lu,Au,Se,2,2,7,Se,strict_ionic,monoclinic,Ionic,Non-ICSD
Lu2Ag2C7__monoclinic,Lu2Ag2C7,Lu,Ag,C,2,2,7,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Lu2Y2N7__monoclinic,Lu2Y2N7,Lu,Y,N,2,2,7,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Lu2Pt2O7__monoclinic,Lu2Pt2O7,Lu,Pt,O,2,2,7,O,strict_ionic,monoclinic,Ionic,Non-ICSD
Lu2Fe5N2__hexagonal,Lu2Fe5N2,Lu,Fe,N,2,5,2,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Lu2Y5P2__hexagonal,Lu2Y5P2,Lu,Y,P,2,5,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Lu2Pt5P2__hexagonal,Lu2Pt5P2,Lu,Pt,P,2,5,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Lu2Hf5C2__hexagonal,Lu2Hf5C2,Lu,Hf,C,2,5,2,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Lu2Ag5B2__hexagonal,Lu2Ag5B2,Lu,Ag,B,2,5,2,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Lu2Sc5C2__hexagonal,Lu2Sc5C2,Lu,Sc,C,2,5,2,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Lu3NiO5__hexagonal,Lu3NiO5,Lu,Ni,O,3,1,5,O,strict_ionic,hexagonal,Ionic,Non-ICSD
Lu3MnN5__hexagonal,Lu3MnN5,Lu,Mn,N,3,1,5,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Lu3MoC5__hexagonal,Lu3MoC5,Lu,Mo,C,3,1,5,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Lu3TiC5__hexagonal,Lu3TiC5,Lu,Ti,C,3,1,5,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Lu3AgSe5__hexagonal,Lu3AgSe5,Lu,Ag,Se,3,1,5,Se,strict_ionic,hexagonal,Ionic,Non-ICSD
Lu3HfB5__hexagonal,Lu3HfB5,Lu,Hf,B,3,1,5,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Lu3Au2B7__orthorhombic,Lu3Au2B7,Lu,Au,B,3,2,7,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Lu3Nb2B7__orthorhombic,Lu3Nb2B7,Lu,Nb,B,3,2,7,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Lu3Cr2O7__hexagonal,Lu3Cr2O7,Lu,Cr,O,3,2,7,O,strict_ionic,hexagonal,Ionic,Non-ICSD
Lu3Ag2Se7__orthorhombic,Lu3Ag2Se7,Lu,Ag,Se,3,2,7,Se,strict_ionic,orthorhombic,Ionic,Non-ICSD
Lu3Re2C7__hexagonal,Lu3Re2C7,Lu,Re,C,3,2,7,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Lu3Ag2S7__hexagonal,Lu3Ag2S7,Lu,Ag,S,3,2,7,S,strict_ionic,hexagonal,Ionic,Non-ICSD
Lu3Cu5B12__cubic,Lu3Cu5B12,Lu,Cu,B,3,5,12,B,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Lu3Mn5P12__cubic,Lu3Mn5P12,Lu,Mn,P,3,5,12,P,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Lu3Zn5C12__cubic,Lu3Zn5C12,Lu,Zn,C,3,5,12,C,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Lu3Mn5B12__cubic,Lu3Mn5B12,Lu,Mn,B,3,5,12,B,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Lu3Y5O12__cubic,Lu3Y5O12,Lu,Y,O,3,5,12,O,strict_ionic,cubic,Ionic,Non-ICSD
Lu3Au5O12__cubic,Lu3Au5O12,Lu,Au,O,3,5,12,O,strict_ionic,cubic,Ionic,Non-ICSD
Lu4Ni3S10__tetragonal,Lu4Ni3S10,Lu,Ni,S,4,3,10,S,strict_ionic,tetragonal,Ionic,Non-ICSD
Lu4Mo3O10__tetragonal,Lu4Mo3O10,Lu,Mo,O,4,3,10,O,strict_ionic,tetragonal,Ionic,Non-ICSD
Lu4Ta3B10__tetragonal,Lu4Ta3B10,Lu,Ta,B,4,3,10,B,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Lu4Ir3B10__tetragonal,Lu4Ir3B10,Lu,Ir,B,4,3,10,B,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Lu4V3B10__tetragonal,Lu4V3B10,Lu,V,B,4,3,10,B,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Lu4Mn3S10__tetragonal,Lu4Mn3S10,Lu,Mn,S,4,3,10,S,strict_ionic,tetragonal,Ionic,Non-ICSD
NdZnP__hexagonal,NdZnP,Nd,Zn,P,1,1,1,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
NdMnB__tetragonal,NdMnB,Nd,Mn,B,1,1,1,B,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
NdFeB__tetragonal,NdFeB,Nd,Fe,B,1,1,1,B,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
NdWP__hexagonal,NdWP,Nd,W,P,1,1,1,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
NdYN__hexagonal,NdYN,Nd,Y,N,1,1,1,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
NdRuP__tetragonal,NdRuP,Nd,Ru,P,1,1,1,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
NdScN2__tetragonal,NdScN2,Nd,Sc,N,1,1,2,N,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
NdNbB2__monoclinic,NdNbB2,Nd,Nb,B,1,1,2,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
NdTaP2__trigonal,NdTaP2,Nd,Ta,P,1,1,2,P,relaxed_intermetallic,trigonal,Intermetallic,Non-ICSD
NdReN2__orthorhombic,NdReN2,Nd,Re,N,1,1,2,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
NdTiSe2__orthorhombic,NdTiSe2,Nd,Ti,Se,1,1,2,Se,strict_ionic,orthorhombic,Ionic,Non-ICSD
NdVSe2__trigonal,NdVSe2,Nd,V,Se,1,1,2,Se,strict_ionic,trigonal,Ionic,Non-ICSD
NdNiP2__tetragonal,NdNiP2,Nd,Ni,P,1,1,2,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
NdAgO3__trigonal,NdAgO3,Nd,Ag,O,1,1,3,O,strict_ionic,trigonal,Ionic,Non-ICSD
NdRhB3__orthorhombic,NdRhB3,Nd,Rh,B,1,1,3,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
NdAgP3__hexagonal,NdAgP3,Nd,Ag,P,1,1,3,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
NdWC3__hexagonal,NdWC3,Nd,W,C,1,1,3,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
NdYN3__orthorhombic,NdYN3,Nd,Y,N,1,1,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
NdHfN3__orthorhombic,NdHfN3,Nd,Hf,N,1,1,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
NdWSe4__orthorhombic,NdWSe4,Nd,W,Se,1,1,4,Se,strict_ionic,orthorhombic,Ionic,Non-ICSD
NdNbC4__cubic,NdNbC4,Nd,Nb,C,1,1,4,C,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
NdRhS4__tetragonal,NdRhS4,Nd,Rh,S,1,1,4,S,strict_ionic,tetragonal,Ionic,Non-ICSD
NdTaC4__orthorhombic,NdTaC4,Nd,Ta,C,1,1,4,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
NdTaSe4__tetragonal,NdTaSe4,Nd,Ta,Se,1,1,4,Se,strict_ionic,tetragonal,Ionic,Non-ICSD
NdReB4__orthorhombic,NdReB4,Nd,Re,B,1,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
NdHf3C2__orthorhombic,NdHf3C2,Nd,Hf,C,1,3,2,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
NdTa3N2__orthorhombic,NdTa3N2,Nd,Ta,N,1,3,2,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
NdTi3N2__orthorhombic,NdTi3N2,Nd,Ti,N,1,3,2,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
NdPt3N2__hexagonal,NdPt3N2,Nd,Pt,N,1,3,2,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
NdAu3C2__orthorhombic,NdAu3C2,Nd,Au,C,1,3,2,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
NdOs3P2__orthorhombic,NdOs3P2,Nd,Os,P,1,3,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
NdW5C3__orthorhombic,NdW5C3,Nd,W,C,1,5,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
NdSc5P3__orthorhombic,NdSc5P3,Nd,Sc,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
NdZn5C3__orthorhombic,NdZn5C3,Nd,Zn,C,1,5,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
NdIr5C3__orthorhombic,NdIr5C3,Nd,Ir,C,1,5,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
NdMo5C3__orthorhombic,NdMo5C3,Nd,Mo,C,1,5,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
NdCo5N3__orthorhombic,NdCo5N3,Nd,Co,N,1,5,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
NdPd5P3__orthorhombic,NdPd5P3,Nd,Pd,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Nd2AgC3__orthorhombic,Nd2AgC3,Nd,Ag,C,2,1,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Nd2ZrP3__orthorhombic,Nd2ZrP3,Nd,Zr,P,2,1,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Nd2OsP3__orthorhombic,Nd2OsP3,Nd,Os,P,2,1,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Nd2RuSe3__orthorhombic,Nd2RuSe3,Nd,Ru,Se,2,1,3,Se,strict_ionic,orthorhombic,Ionic,Non-ICSD
Nd2WS3__orthorhombic,Nd2WS3,Nd,W,S,2,1,3,S,strict_ionic,orthorhombic,Ionic,Non-ICSD
Nd2NiC3__orthorhombic,Nd2NiC3,Nd,Ni,C,2,1,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Nd2RhSe4__tetragonal,Nd2RhSe4,Nd,Rh,Se,2,1,4,Se,strict_ionic,tetragonal,Ionic,Non-ICSD
Nd2CoN4__orthorhombic,Nd2CoN4,Nd,Co,N,2,1,4,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Nd2PtO4__tetragonal,Nd2PtO4,Nd,Pt,O,2,1,4,O,strict_ionic,tetragonal,Ionic,Non-ICSD
Nd2MnP4__orthorhombic,Nd2MnP4,Nd,Mn,P,2,1,4,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Nd2AuS4__tetragonal,Nd2AuS4,Nd,Au,S,2,1,4,S,strict_ionic,tetragonal,Ionic,Non-ICSD
Nd2YO4__orthorhombic,Nd2YO4,Nd,Y,O,2,1,4,O,strict_ionic,orthorhombic,Ionic,Non-ICSD
Nd2ZrS6__monoclinic,Nd2ZrS6,Nd,Zr,S,2,1,6,S,strict_ionic,monoclinic,Ionic,Non-ICSD
Nd2FeSe6__monoclinic,Nd2FeSe6,Nd,Fe,Se,2,1,6,Se,strict_ionic,monoclinic,Ionic,Non-ICSD
Nd2RuS6__monoclinic,Nd2RuS6,Nd,Ru,S,2,1,6,S,strict_ionic,monoclinic,Ionic,Non-ICSD
